"코드
 번호",회사명,주가,시가총액,"총자산
 (억)","매출액
 (억)"
A004150,한솔홀딩스,"5,070","2,350","16,278","8,653"
A001130,대한제분,"173,500","2,932","8,829","8,136"
A082920,비츠로셀,"14,500","2,841","1,209",995
A001200,유진투자증권,"4,265","4,131","66,938","2,426"
A068240,다원시스,"22,850","5,552","2,958","1,104"
A138490,코오롱플라스틱,"8,820","3,352","3,486","2,529"
A003200,일신방직,"111,000","2,664","8,813","4,892"
A052260,SK바이오랜드,"24,950","3,743","1,700","1,022"
A045100,한양이엔지,"14,000","2,520","4,144","7,189"
A194510,파티게임즈,"10,600","2,568","2,296",327
A018000,유니슨,"3,855","3,411","2,772","1,593"
A014620,성광벤드,"12,450","3,561","5,143","1,612"
A123690,한국화장품,"19,600","3,149","1,009","1,729"
A082740,두산엔진,"4,250","2,954","12,916","8,766"
A214180,민앤지,"26,500","3,150","1,389",719
A183190,아세아시멘트,"127,000","4,948","8,898","4,705"
A191420,테고사이언스,"129,400","5,224",475,86
A222800,심텍,"10,000","2,275","5,982","8,115"
A166090,하나머티리얼즈,"34,650","3,283","1,199",894
A003560,IHQ,"2,890","4,195","2,589","1,165"
A084010,대한제강,"10,300","2,539","7,194","12,276"
A144510,녹십자랩셀,"59,800","6,311",572,458
A005990,매일홀딩스,"16,950","2,325","6,274","16,228"
A005950,이수화학,"15,250","2,330","9,523","15,783"
A068400,AJ렌터카,"11,800","2,613","12,221","6,228"
A090470,제이스텍,"17,850","2,606","1,846","5,798"
A060570,아이리버,"6,140","2,919","1,129",695
A005680,삼영전자,"13,500","2,700","5,045","2,239"
A003570,S&T중공업,"8,280","2,689","8,825","4,363"
A004870,티웨이홀딩스,"4,980","3,534","2,547","5,551"
A079980,휴비스,"11,900","4,106","9,194","12,810"
A140410,메지온,"43,950","3,705",622,76
A023160,태광,"14,450","3,829","4,668","2,014"
A192440,슈피겐코리아,"46,950","2,919","2,387","1,977"
A016100,리더스코스메틱,"21,450","3,848","2,326","1,391"
A038290,마크로젠,"52,400","5,064","1,551",985
A004360,세방,"13,150","2,539","9,515","6,691"
A009580,무림P&P,"5,340","3,330","10,848","5,961"
A040350,큐로컴,"3,150","3,291","1,280",129
A010050,우리종금,688,"4,639","20,166","1,946"
A210540,디와이파워,"24,200","2,672","2,568","3,013"
A102260,동성코퍼레이션,"6,750","3,068","7,396","8,506"
A063570,한국전자금융,"13,750","3,577","3,554","2,216"
A053030,바이넥스,"12,000","3,757","1,676",806
A011040,경동제약,"28,700","3,810","2,525","1,730"
A065160,에프티이앤이,"7,360","4,990","1,174",583
A900290,GRT,"3,530","2,378","3,908","2,656"
A114570,지스마트글로벌,"14,650","3,025","1,531","1,011"
A018120,진로발효,"33,900","2,551","1,004",910
A036530,S&T홀딩스,"14,550","2,372","11,964","15,082"
A017960,한국카본,"7,330","3,222","3,784","2,497"
A095660,네오위즈,"16,600","3,638","3,097","1,691"
A001250,GS글로벌,"3,595","2,967","12,874","32,962"
A032500,케이엠더블유,"25,900","4,170","2,207","2,273"
A217270,넵튠,"16,550","3,151",629,207
A027050,코리아나,"7,360","2,944","1,201","1,243"
A000020,동화약품,"10,750","3,003","3,389","2,589"
A011690,유양디앤유,"8,050","4,213","2,058","1,063"
A137940,넥스트아이,"3,080","2,109","1,284",598
A000430,대원강업,"4,590","2,846","11,092","10,576"
A007720,대명코퍼레이션,"3,365","3,392","4,459","2,238"
A015860,일진홀딩스,"6,310","3,114","9,025","9,086"
A000140,하이트진로홀딩스,"10,100","2,344","32,449","19,152"
A085370,루트로닉,"15,000","3,472","1,903",861
A217480,에스디생명공학,"21,000","4,634","1,218","1,066"
A067390,아스트,"23,800","3,508","2,679",916
A060240,룽투코리아,"8,860","2,142",849,546
A143240,사람인에이치알,"23,300","2,711",916,801
A040910,아이씨디,"13,150","2,189","2,345","3,503"
A005090,삼광글라스,"48,750","2,367","7,956","3,122"
A005690,파미셀,"6,460","3,773",985,238
A003070,코오롱글로벌,"11,000","2,773","22,366","36,314"
A092730,네오팜,"51,200","3,820",510,498
A141000,비아트론,"19,050","2,308","1,350",996
A001880,삼호,"15,000","2,277","7,617","8,586"
A020760,일진디스플,"7,740","2,192","1,679","2,334"
A171120,라이온켐텍,"13,850","2,131","1,279","1,318"
A060720,KH바텍,"14,900","2,980","3,668","3,802"
A034950,한국기업평가,"54,900","2,493","1,184",793
A000860,강남제비스코,"35,950","2,337","6,086","3,462"
A036190,금화피에스시,"43,150","2,589","2,324","2,347"
A033160,엠케이전자,"12,000","2,617","11,075","6,889"
A900140,코라오홀딩스,"5,340","2,556","6,745","3,436"
A035080,인터파크홀딩스,"4,285","2,507","13,908","38,993"
A000320,노루홀딩스,"16,250","2,160","8,395","7,585"
A039200,오스코텍,"18,550","5,055",372,3
A002030,아세아,"130,000","2,848","12,124","11,838"
A004970,신라교역,"16,150","2,584","5,689","3,715"
A001820,삼화콘덴서,"47,300","4,917","1,337","1,926"
A004700,조광피혁,"40,200","2,673","2,458","1,845"
A007210,벽산,"4,100","2,811","3,994","4,318"
A155650,와이엠씨,"24,500","2,417","1,900","1,751"
A086390,유니테스트,"12,950","2,737","1,205","1,553"
A077970,STX엔진,"8,400","1,933","8,284","4,471"
A039440,에스티아이,"26,500","3,378","1,647","2,843"
A000680,LS네트웍스,"3,110","2,451","13,272","4,321"
A060150,인선이엔티,"7,880","2,819","3,093","1,585"
A007820,에스엠코어,"16,700","3,340",906,567
A036800,나이스정보통신,"23,150","2,315","4,559","3,549"
A054050,농우바이오,"18,150","2,595","2,341","1,011"
A001790,대한제당,"24,700","2,183","11,701","12,981"
A015360,예스코,"44,600","2,676","11,455","11,004"
A095720,웅진씽크빅,"7,590","2,628","5,184","6,221"
A000970,한국주철관,"9,860","2,248","3,232","4,249"
A043370,평화정공,"11,400","2,394","8,904","11,329"
A178320,서진시스템,"40,400","2,524","2,497","2,557"
A064260,다날,"5,900","3,178","4,436","1,546"
A005960,동부건설,"10,750","2,242","6,160","6,760"
A225530,보광산업,"6,000","2,068",884,451
A091120,이엠텍,"18,000","2,622","1,870","1,892"
A036000,예림당,"10,300","2,373","2,881","5,870"
A121440,골프존뉴딘,"6,220","2,664","7,747","2,417"
A005160,동국산업,"4,140","2,246","6,942","8,024"
A095270,웨이브일렉트로,"25,200","2,685",901,566
A201490,미투온,"11,800","3,659",532,204
A065660,안트로젠,"66,800","5,313",582,54
A069110,코스온,"12,700","2,301","1,237",954
A039570,아이콘트롤스,"14,950","2,461","2,615","2,462"
A052330,코텍,"15,100","2,352","3,008","3,275"
A001380,SG충방,"4,215","1,895","2,116","1,441"
A115160,휴맥스,"8,850","2,116","11,195","14,953"
A089470,현대EP,"7,680","2,450","6,023","9,166"
A008040,사조동아원,"1,495","2,110","5,764","4,185"
A036890,진성티이씨,"14,700","3,305","1,814","2,210"
A004250,NPC,"5,660","2,078","3,929","4,021"
A044450,KSS해운,"9,130","2,117","9,555","1,636"
A215790,이노인스트루먼트,"2,570","2,581",802,484
A900300,오가닉티코스메틱,"3,390","1,930","2,420","1,839"
A160550,NEW,"10,550","2,891","2,326","1,090"
A081000,일진다이아,"32,100","3,620","1,570","1,175"
A064800,필링크,"3,670","2,004","3,245","1,077"
A092200,디아이씨,"8,980","2,018","7,793","6,345"
A029960,코엔텍,"5,150","2,575","1,653",636
A054670,대한뉴팜,"15,200","2,182","1,289","1,292"
A264900,크라운제과,"15,150","1,897","3,220","2,372"
A183300,코미코,"24,400","2,141","1,158","1,144"
A083310,엘오티베큠,"15,900","2,102","1,501","2,026"
A067830,세이브존I&C,"4,940","2,027","5,304","1,808"
A161580,필옵틱스,"36,050","2,097","1,685","2,212"
A030210,KTB투자증권,"4,990","3,010","22,051","2,234"
A144960,뉴파워프라즈마,"30,850","2,545","1,418","1,106"
A123420,선데이토즈,"30,600","2,928","1,409",791
A043580,에임하이,"3,190","2,082","1,328",40
A023910,대한약품,"49,450","2,967","1,705","1,453"
A031330,에스에이엠티,"2,015","2,015","3,008","11,597"
A025320,시노펙스,"5,220","3,420","1,601","1,791"
A048550,SM C&C,"3,120","2,934",706,570
A036200,유니셈,"7,500","2,300","1,261","2,093"
A229640,LS전선아시아,"6,790","2,079","2,913","4,037"
A073070,넥센테크,"4,445","3,890","1,046",820
A011370,서한,"2,600","2,623","3,701","5,187"
A004060,SG세계물산,961,"1,945","3,403","2,832"
A115180,큐리언트,"37,100","2,807",195,0
A000390,삼화페인트,"8,470","2,219","5,639","4,881"
A003460,유화증권,"15,450","1,752","5,962",176
A196170,알테오젠,"24,650","3,108",451,122
A046440,KG모빌리언스,"8,800","2,615","4,368","1,572"
A001460,BYC,"304,500","1,902","7,397","1,937"
A103130,웅진에너지,"9,040","2,318","3,293","2,245"
A251630,브이원텍,"45,850","3,377",701,321
A013570,디와이,"6,620","1,742","6,707","8,085"
A900260,로스웰,"2,015","1,829","2,756","1,651"
A033640,네패스,"10,750","2,363","3,198","2,808"
A067280,멀티캠퍼스,"34,150","2,024","1,155","2,024"
A094480,갤럭시아컴즈,"6,510","2,267","1,779",653
A077360,덕산하이메탈,"8,080","1,836","1,961",445
A002840,미원상사,"223,000","1,768","2,678","3,631"
A077500,유니퀘스트,"11,200","3,033","2,567","2,351"
A002630,오리엔트바이오,"1,215","1,981","1,666","1,182"
A194370,제이에스코퍼레이션,"14,600","1,947","1,996","2,329"
A068790,DMS,"7,450","1,709","2,945","2,631"
A005070,코스모신소재,"15,600","2,539","2,426","3,146"
A001390,KG케미칼,"26,700","3,318","11,060","12,990"
A204990,현성바이탈,"5,870","1,858","1,395",272
A067160,아프리카TV,"20,850","2,357",948,902
A000180,성창기업지주,"2,960","2,065","6,359","1,804"
A232140,와이아이케이,"5,430","3,355","1,143","1,460"
A011160,두산건설,"2,925","1,801","28,545","14,539"
A012610,경인양행,"5,980","2,416","3,473","2,929"
A093920,서원인텍,"8,340","1,551","2,008","3,036"
A014200,광림,"3,895","1,889","2,176","1,352"
A018310,삼목에스폼,"13,150","1,933","3,756","3,008"
A002460,화성산업,"15,650","1,949","5,638","5,757"
A035890,서희건설,"1,265","2,194","8,081","10,345"
A060560,홈센타홀딩스,"1,820","1,525","3,488","1,908"
A027390,한화갤러리아타임월드,"42,550","2,553","4,864","3,166"
A019440,세아특수강,"19,800","1,697","5,235","7,219"
A187420,제노포커스,"22,650","2,054",692,109
A036030,KTH,"6,860","2,450","2,460","2,249"
A035150,백산,"7,340","1,776","1,960","2,111"
A013990,아가방컴퍼니,"6,170","2,029","2,300","1,457"
A037950,엘컴텍,"2,300","1,942",846,493
A126700,하이비젼시스템,"15,300","2,286","1,485","1,332"
A016380,동부제철,"10,950","2,738","27,629","26,108"
A007860,서연,"7,720","1,813","23,421","31,414"
A005420,코스모화학,"30,800","4,607","4,517","3,745"
A900270,헝셩그룹,"2,220","1,776","2,983","1,995"
A021320,KCC건설,"8,720","1,866","9,298","13,002"
A109740,디에스케이,"11,750","2,385","1,532","1,329"
A041440,에버다임,"10,400","1,863","2,878","3,470"
A003160,디아이,"5,020","1,581","1,913","1,405"
A052790,액토즈소프트,"21,400","2,425","1,595",533
A206560,덱스터,"11,500","2,572",982,278
A138690,엘아이에스,"13,650","1,901","1,209","1,011"
A092130,이크레더블,"15,000","1,807",502,345
A092070,디엔에프,"15,000","1,614",978,695
A104480,티케이케미칼,"2,155","1,959","6,543","7,047"
A089980,상아프론테크,"18,600","2,653","1,972","1,564"
A046140,SBS콘텐츠허브,"9,880","2,121","2,115","2,118"
A185490,아이진,"25,400","2,785",141,2
A008700,아남전자,"4,220","3,255","1,458","1,724"
A066700,테라젠이텍스,"14,000","4,250","1,373","1,073"
A123860,아나패스,"22,150","2,243",996,959
A218410,RFHIC,"20,650","4,551","1,436",296
A012700,리드코프,"6,090","1,629","10,835","4,502"
A004560,현대비앤지스틸,"13,800","2,081","5,577","7,429"
A004440,대림씨엔에스,"11,600","1,477","3,615","2,209"
A090350,노루페인트,"8,710","1,742","6,308","5,349"
A003350,한국화장품제조,"52,500","2,379",700,678
A122640,예스티,"44,600","1,930","1,173","1,461"
A000490,대동공업,"10,300","2,444","7,263","6,090"
A220630,해마로푸드서비스,"2,390","2,244","1,003","2,306"
A049070,인탑스,"10,500","1,806","5,865","7,677"
A046210,파나진,"10,900","3,482",359,74
A084870,TBH글로벌,"7,850","1,637","5,131","6,960"
A225190,삼양옵틱스,"17,400","1,740",440,491
A007660,이수페타시스,"4,435","1,830","5,320","5,611"
A900310,컬러레이,"3,560","1,922","1,214",497
A065060,지엔코,"2,970","2,911","2,472","1,286"
A043610,지니뮤직,"6,060","2,981","1,408","1,471"
A017890,한국알콜,"8,270","1,787","3,306","2,000"
A048410,현대아이비티,"5,930","1,932",518,314
A012690,모나리자,"5,300","1,938",846,"1,189"
A074430,아미노로직스,"2,840","2,494",498,165
A035000,지투알,"9,250","1,532","5,019","4,828"
A002450,삼익악기,"2,705","2,449","6,121","2,475"
A143210,핸즈코퍼레이션,"10,700","2,339","6,737","6,494"
A067630,에이치엘비생명과학,"7,700","2,054",854,"1,081"
A088130,동아엘텍,"13,450","1,500","2,190","2,667"
A005740,크라운해태홀딩스,"16,050","2,383","8,141","9,975"
A058430,포스코강판,"28,450","1,707","4,311","9,121"
A171090,선익시스템,"25,650","1,539","1,178","1,013"
A100250,진양홀딩스,"2,940","1,643","4,596","2,755"
A010690,화신,"4,525","1,580","9,131","11,638"
A002150,도화엔지니어링,"4,990","1,683","3,284","3,846"
A044340,위닉스,"17,100","2,797","2,158","2,433"
A000700,유수홀딩스,"7,660","1,995","3,955","3,891"
A002620,제일파마홀딩스,"37,650","1,636",949,"6,233"
A002310,아세아제지,"21,700","1,944","7,559","7,057"
A103590,일진전기,"4,745","1,759","7,697","7,428"
A053300,한국정보인증,"7,710","2,403",911,357
A131290,티에스이,"17,200","1,903","1,815","1,757"
A026890,디피씨,"5,300","2,209","1,861","1,530"
A002600,조흥,"249,000","1,494","1,935","1,621"
A117580,대성에너지,"6,040","1,661","5,217","7,482"
A004960,한신공영,"24,850","2,718","17,663","19,782"
A236200,슈프리마,"24,850","1,759","1,027",441
A192410,감마누,"7,750","1,894",926,326
A047310,파워로직스,"6,280","2,153","3,315","7,001"
A038060,루멘스,"4,950","2,340","3,599","3,748"
A025440,대성엘텍,"1,880","1,866","1,137","3,616"
A114120,크루셜텍,"1,685","1,542","3,113","1,924"
A086890,이수앱지스,"15,600","3,996",575,194
A102280,쌍방울,"1,230","1,588","4,407","1,098"
A089140,넥스턴,"14,900","1,765","1,052",685
A010820,퍼스텍,"3,665","1,714","2,103","1,635"
A003280,흥아해운,870,"1,468","9,096","8,353"
A002360,SH에너지화학,"1,460","1,623","1,216","2,149"
A084680,이월드,"1,845","1,670","2,369",347
A067990,도이치모터스,"7,180","1,886","4,700","8,872"
A053610,프로텍,"20,750","1,963","1,722","1,275"
A023900,풍국주정,"15,900","2,003","1,483","1,076"
A079370,제우스,"17,450","1,812","3,313","3,645"
A097780,에스맥,"1,290","1,930","2,146","1,722"
A065510,휴비츠,"14,200","1,687","1,409",690
A096690,제이스테판,643,"1,628","1,412",387
A066620,국보디자인,"20,750","1,556","1,679","2,747"
A082210,옵트론텍,"7,500","1,692","2,443","1,600"
A010170,대한광통신,"7,440","4,445","1,443","1,458"
A203690,프로스테믹스,"9,370","4,232",401,82
A005870,휴니드,"12,850","1,814","2,069","1,696"
A067000,조이시티,"17,100","2,015",550,922
A121800,비덴트,"20,250","4,289",882,241
A007980,태평양물산,"3,470","1,710","6,107","8,942"
A042520,한스바이오메드,"32,100","3,164",806,396
A200780,비씨월드제약,"26,200","2,098","1,113",493
A054780,키이스트,"2,535","1,963",842,"1,052"
A021820,세원정공,"15,100","1,510","5,341","2,123"
A094850,참좋은여행,"11,750","1,645","1,492",702
A017370,우신시스템,"8,900","1,630","2,821","2,470"
A109960,에이프로젠 H&G,"4,245","2,138","1,482",153
A004650,창해에탄올,"17,900","1,645","3,313","2,131"
A267290,경동도시가스,"40,300","1,901","5,348","4,753"
A118990,모트렉스,"34,500","1,867","1,999","2,447"
A004540,깨끗한나라,"4,370","1,627","5,501","6,915"
A049520,유아이엘,"6,350","1,383","2,491","4,709"
A052400,코나아이,"14,900","2,318","2,289","1,047"
A006490,인스코비,"2,500","2,187",461,436
A222420,쎄노텍,"3,410","1,336",554,439
A069640,한세엠케이,"12,000","1,549","2,385","3,254"
A225330,씨엠에스에듀,"10,450","1,946",685,655
A017900,광전자,"2,960","1,715","2,495","1,790"
A900250,크리스탈신소재,"2,310","1,566","2,472",688
A011280,태림포장,"3,430","2,429","6,374","5,171"
A016880,웅진,"2,900","2,108","8,884","2,638"
A073560,우리손에프앤지,"2,535","1,755","2,944","2,067"
A263600,덕우전자,"16,000","1,298","1,024",930
A013580,계룡건설,"18,950","1,692","15,567","22,512"
A086960,한컴MDS,"22,700","2,003","1,289","1,606"
A216050,인크로스,"26,350","2,078","1,095",359
A239610,에이치엘사이언스,"36,650","1,885",553,344
A097520,엠씨넥스,"26,100","2,349","3,839","6,192"
A014470,부방,"3,260","1,542","2,411","3,945"
A060590,씨티씨바이오,"17,200","3,023","1,879","1,270"
A004840,DRB동일,"8,090","1,576","5,924","6,172"
A064090,에프앤리퍼블릭,"3,120","1,587",875,684
A041650,상신브레이크,"8,050","1,728","3,852","3,952"
A033530,세종공업,"8,660","1,737","8,909","10,326"
A005430,한국공항,"52,300","1,656","4,009","4,761"
A204620,글로벌텍스프리,"1,900","1,817",753,181
A109610,에스와이패널,"7,150","1,723","3,439","3,714"
A128820,대성산업,"4,595","2,079","11,407","7,878"
A248170,샘표식품,"44,500","2,033","2,118","2,748"
A004890,동일산업,"80,800","1,960","3,913","3,694"
A013520,화승알앤에이,"2,825","1,824","13,114","15,493"
A006220,제주은행,"7,190","1,591","57,126","1,719"
A251370,와이엠티,"31,800","2,355",981,480
A041190,우리기술투자,"6,750","5,670",593,76
A028100,동아지질,"13,100","1,507","2,934","3,614"
A013870,지엠비코리아,"11,300","2,155","4,666","4,882"
A015890,태경산업,"5,400","1,578","4,154","5,536"
A003830,대한화섬,"115,000","1,527","4,936","1,110"
A003650,미창석유,"84,400","1,468","2,777","3,079"
A000230,일동홀딩스,"16,100","1,689","2,718",396
A014790,한라,"4,130","1,507","21,897","19,622"
A094280,효성ITX,"14,450","1,670","1,408","3,733"
A100700,세운메디칼,"4,670","2,045",843,596
A205500,액션스퀘어,"11,700","2,918",287,85
A121600,나노신소재,"21,050","2,284",870,456
A071200,인피니트헬스케어,"10,000","2,440",938,730
A025560,미래산업,244,"1,539",980,331
A012030,DB,700,"1,328","2,039","1,903"
A016610,DB금융투자,"5,010","2,127","64,992","2,297"
A217730,강스템바이오텍,"16,350","2,661",477,76
A064550,바이오니아,"11,500","2,372",695,240
A160980,싸이맥스,"16,250","1,719","1,247","1,606"
A005710,대원산업,"8,280","1,659","4,673","8,583"
A012200,계양전기,"4,930","1,607","2,489","3,543"
A053450,세코닉스,"15,100","1,699","3,391","3,324"
A024090,디씨엠,"12,450","1,457","1,826","1,368"
A114810,아이원스,"12,450","1,670","2,321","1,288"
A035620,바른손이앤에이,"2,065","1,401",776,345
A083640,인콘,"8,000","2,020",520,438
A017180,명문제약,"6,500","1,595","2,181","1,395"
A003960,사조대림,"24,350","1,451","6,166","9,779"
A075180,새론오토모티브,"7,210","1,384","2,715","1,894"
A099320,쎄트렉아이,"47,800","1,749",713,427
A151860,KG ETS,"4,595","1,654","2,041","1,079"
A100220,비상교육,"11,900","1,547","2,290","1,467"
A014280,금강공업,"35,000","1,700","7,099","6,057"
A041590,젬백스테크놀러지,"4,435","1,970","1,657",804
A060300,레드로버,"4,205","1,870","1,760",450
A005800,신영와코루,"145,000","1,305","3,373","1,845"
A193250,와이제이엠게임즈,"3,860","1,762","1,201",367
A214430,아이쓰리시스템,"25,600","1,755",838,648
A096630,에스코넥,"2,390","1,560","1,756","3,775"
A001540,안국약품,"16,050","2,093","1,942","1,820"
A050110,캠시스,"2,870","1,658","2,984","4,313"
A032620,유비케어,"4,240","1,708",602,766
A038880,아이에이,"4,800","1,938",858,700
A265560,영화테크,"19,350","1,034",495,0
A036560,영풍정밀,"8,710","1,372","3,809",675
A092440,기신정기,"4,775","1,394","2,385","1,085"
A049080,기가레인,"3,260","1,633","1,759",966
A033560,블루콤,"7,230","1,308","1,830","1,449"
A205100,엑셈,"4,960","1,649",499,366
A238090,앤디포스,"8,220","1,239","1,005",507
A950110,SBI핀테크솔루션즈,"10,350","2,552","2,380","1,068"
A219550,MP한강,"2,490","1,366",398,595
A003480,한진중공업홀딩스,"4,175","1,233","18,418","2,922"
A041460,한국전자인증,"10,300","2,210",477,269
A104200,NHN벅스,"9,460","1,403",856,910
A102120,어보브반도체,"8,550","1,493",981,"1,071"
A022220,정산애강,"3,020","1,564",779,780
A230360,에코마케팅,"19,500","1,585",870,207
A140860,파크시스템스,"37,150","2,449",293,299
A134380,미원화학,"58,100","1,270","1,116","1,494"
A001360,삼성제약,"4,650","1,926","1,407",484
A072470,우리산업홀딩스,"7,630","1,441","2,855","3,384"
A131030,디에이치피코리아,"12,150","2,013",923,503
A023000,삼원강재,"3,230","1,292","2,476","2,806"
A019550,SBI인베스트먼트,"1,370","2,220",938,196
A032560,황금에스티,"12,600","1,764","3,551","2,297"
A130660,한전산업,"4,160","1,356","1,755","3,284"
A038390,레드캡투어,"15,200","1,306","4,659","2,560"
A043340,에쎈테크,"1,335",961,598,712
A052020,에스티큐브,"6,480","1,724",349,165
A006090,사조오양,"14,100","1,329","3,216","3,131"
A005390,신성통상,"1,150","1,653","6,380","8,712"
A083650,비에이치아이,"4,755","1,236","4,204","3,247"
A087260,모바일어플라이언스,"10,050","1,508",570,551
A011000,진원생명과학,"7,330","1,552",550,298
A101330,모베이스,"6,450","1,290","2,746","3,198"
A016710,대성홀딩스,"8,150","1,311","8,554","8,864"
A194480,데브시스터즈,"16,050","1,790","1,390",181
A000650,천일고속,"90,300","1,291",751,559
A066980,브레인콘텐츠,960,"1,455","1,578",652
A008290,원풍물산,"4,150","1,593",466,449
A900120,씨케이에이치,945,"1,043","6,228","1,317"
A065650,메디프론,"6,280","1,849",277,200
A020710,시공테크,"8,200","1,644","1,281","1,721"
A136540,윈스,"14,300","1,641","1,211",709
A051360,토비스,"8,270","1,383","2,653","5,453"
A034590,인천도시가스,"30,200","1,321","2,830","5,376"
A072020,중앙백신,"18,300","1,340",778,335
A002100,경농,"5,830","1,265","3,482","2,085"
A004910,조광페인트,"10,400","1,331","2,580","2,023"
A035610,솔본,"6,810","1,862","1,492",765
A054800,아이디스홀딩스,"15,550","1,609","2,759","4,526"
A071970,STX중공업,"5,460","1,347","7,769","3,064"
A006370,대구백화점,"11,950","1,293","7,129","1,430"
A015710,코콤,"7,810","1,369","1,244","1,384"
A002300,한국제지,"23,950","1,199","7,337","6,640"
A119860,다나와,"14,600","1,909",885,900
A091090,세원셀론텍,"3,680","2,244","3,663","1,649"
A065680,우주일렉트로,"14,200","1,411","2,374","2,109"
A221840,하이즈항공,"7,800","1,380","1,296",384
A092220,KEC,"1,450","1,631","3,707","2,415"
A033500,동성화인텍,"8,550","2,307","2,378","2,647"
A037270,YG PLUS,"2,020","1,175","1,242",717
A009310,참엔지니어링,"2,670","1,313","7,132","2,629"
A080000,에스엔유,"4,025","1,258","1,416",831
A227840,현대코퍼레이션홀딩스,"15,550","1,415","2,052","1,388"
A004410,서울식품,264,891,726,529
A041910,에스텍파마,"16,600","1,955",993,394
A024810,이화전기,378,"1,392","1,145",527
A140070,서플러스글로벌,"9,100","1,683","1,323","1,014"
A030960,양지사,"9,390","1,501",816,525
A045390,대아티아이,"1,905","1,355","1,151",980
A006910,보성파워텍,"3,175","1,456","1,272",747
A122450,KMH,"11,150","1,577","2,821","2,018"
A002170,삼양통상,"44,700","1,341","3,077","1,786"
A001530,동일방직,"56,100","1,334","9,145","8,410"
A166480,코아스템,"15,300","2,405",799,199
A203650,드림시큐리티,"6,030","2,159",218,238
A243840,신흥에스이씨,"25,950","1,700","1,496",595
A052420,오성엘에스티,647,"1,329","1,115",453
A222110,팬젠,"17,900","1,721",372,27
A035510,신세계 I&C,112000,1926.4,2216,3079.77
A049180,셀루메드,"10,550","2,005",780,164
A134780,화진,"6,100","1,466","1,261",982
A144620,코오롱머티리얼,"4,950","2,228","2,699","3,599"
A093190,빅솔론,"7,100","1,366","1,487",881
A090360,로보스타,"22,800","1,778","1,483","2,231"
A950140,잉글우드랩,"6,400","1,272",994,836
A003100,선광,"18,900","1,247","5,382","1,436"
A009160,SIMPAC,"4,500","1,309","3,897","2,587"
A004980,성신양회,"6,150","1,477","9,757","6,832"
A078890,가온미디어,"13,100","1,886","2,826","4,837"
A058400,KNN,"1,030","1,364","2,057",666
A067170,오텍,"13,500","2,078","5,169","8,354"
A179900,유티아이,"24,200","1,290",798,368
A012170,키위미디어그룹,765,"1,199","1,194",93
A072870,메가스터디,"34,250","1,376","2,936","1,407"
A142760,바이오리더스,"12,900","2,052",401,47
A048910,대원미디어,"10,150","1,277",854,997
A016090,대현,"2,735","1,238","2,358","2,846"
A039860,나노엔텍,"7,100","1,737",438,231
A011700,한신기계,"4,280","1,389",926,598
A034940,조아제약,"5,670","1,605",770,584
A263810,상신전자,"25,450",998,567,620
A037460,삼지전자,"15,700","2,562","3,279","11,970"
A163560,동일고무벨트,"8,420","1,095","2,771","2,572"
A053350,이니텍,"9,960","1,971","1,851","2,359"
A104540,코렌텍,"14,100","1,401","1,033",382
A039560,다산네트웍스,"7,340","2,044","3,504","3,202"
A003080,성보화학,"6,040","1,209","1,771",583
A078600,대주전자재료,"18,850","2,743","1,464",883
A018500,동원금속,"1,905",685,"5,169","4,872"
A015230,대창단조,"59,900","1,198","2,072","2,526"
A149950,아바텍,"8,030","1,253","1,405",919
A227610,아우딘퓨쳐스,"12,900","1,290",538,585
A014710,사조씨푸드,"6,320","1,088","3,703","3,563"
A040420,정상제이엘에스,"7,450","1,168",809,854
A001340,백광산업,"2,845","1,278","2,722","1,367"
A950130,엑세스바이오,"6,050","1,637",933,271
A008350,남선알미늄,"1,095","1,206","2,940","4,256"
A043200,파루,"4,120","1,222",859,326
A206650,유바이오로직스,"7,780","1,902",289,125
A054620,APS홀딩스,"8,000","1,632","2,540","6,302"
A034810,해성산업,"16,750","1,638","1,710",122
A033170,시그네틱스,"1,345","1,153","2,577","2,656"
A900080,에스앤씨엔진그룹,946,"1,090","4,692","1,524"
A025750,한솔홈데코,"1,525","1,229","2,976","2,533"
A211270,AP위성,"8,700","1,306",962,275
A046070,코다코,"3,105","1,213","4,139","2,907"
A063760,이엘피,"27,000","1,324",565,412
A016600,큐캐피탈,"1,300","1,743","1,312",120
A007330,푸른저축은행,"7,350","1,109","9,791",534
A031510,오스템,"6,230","1,620","2,515","1,960"
A042420,네오위즈홀딩스,"14,000","1,240","3,503","1,797"
A238490,힘스,"24,050","1,265",739,"1,136"
A078000,텔코웨어,"12,550","1,218","1,144",410
A011560,세보엠이씨,"13,100","1,379","2,380","5,561"
A016590,신대양제지,"34,600","1,394","5,067","4,501"
A131390,피앤이솔루션,"12,000","1,714","1,010",593
A057680,옴니텔,"7,130","1,507",451,429
A033320,제이씨현시스템,"10,250","1,959","1,202","2,618"
A095500,미래나노텍,"5,390","1,255","2,879","2,910"
A004450,삼화왕관,"50,900","1,097","1,646","1,052"
A108380,대양전기공업,"14,050","1,344","2,453","1,585"
A009270,신원,"2,140","1,471","4,278","6,410"
A117670,알파홀딩스,"14,150","1,852",678,574
A107590,미원홀딩스,"51,400","1,199","1,637","3,038"
A009440,KC그린홀딩스,"6,130","1,375","4,251","3,686"
A111110,호전실업,"14,600","1,168","3,252","3,142"
