"코드
 번호",회사명,주가,시가총액,"총자산
 (억)","매출액
 (억)"
A025950,동신건설,"7,170",602,"1,017",613
A083550,케이엠,"7,690",769,965,"1,114"
A153490,우리이앤엘,"1,010",504,"1,638","1,635"
A071850,캐스텍코리아,"4,490",556,"2,671","2,154"
A072990,에이치시티,"9,930",455,592,288
A054220,비츠로시스,"1,430",624,"1,163",792
A072520,태양씨앤엘,"1,115",479,516,485
A002410,범양건영,"2,020",480,"1,129","1,228"
A200470,하이셈,"3,070",539,716,226
A101170,우림기계,"4,500",608,973,538
A001550,조비,"12,850",648,893,609
A099220,SDN,"1,740",612,"1,082",432
A060260,뉴보텍,"2,565",631,286,389
A051170,썬코어,"1,360",529,364,213
A148250,알엔투테크놀로지,"11,850",750,282,152
A002070,남영비비안,"7,200",494,"1,782","2,021"
A072130,유엔젤,"4,295",567,543,315
A017680,데코앤이,538,494,419,477
A017650,대림제지,"1,145",515,"1,758",951
A082850,우리이티아이,"1,555",646,"6,705","13,642"
A176440,에이치엔티,"3,675",493,"1,188","1,912"
A021050,서원,"1,205",572,"2,152","2,646"
A024740,한일단조,"2,275",680,"2,246","1,228"
A096040,이트론,356,646,509,203
A005820,원림,"24,050",529,"1,226",756
A177830,파버나인,"5,500",589,"1,102",973
A044480,바이오제네틱스,"6,770",582,245,150
A066310,큐에스아이,"7,090",587,571,221
A059120,아진엑스텍,12300,821.59,466,295.94
A033340,좋은사람들,"2,170",573,"1,085","1,231"
A066410,투윈글로벌,805,496,247,157
A182360,큐브엔터,"1,880",500,229,198
A208860,엔지스테크널러지,"23,150",724,103,27
A023460,CNH,"1,360",506,"3,301",165
A038950,파인디지털,"5,790",591,"1,030",775
A038110,에코플라스틱,"2,130",483,"5,817","11,068"
A053590,한국테크놀로지,"2,375","1,099",426,#VALUE!
A002220,한일철강,"27,600",563,"4,462","3,545"
A138610,나이벡,"11,300",679,230,62
A021880,메이슨캐피탈,637,603,"1,058",6
A015590,대경기계,"1,080","1,236","2,277","1,788"
A007120,미래아이앤지,620,642,698,77
A124500,아이티센,"3,600",550,"1,448","3,153"
A081970,넥스지,"12,600",726,408,237
A126640,화신정공,"1,310",477,"1,142","2,093"
A010770,평화홀딩스,"8,170","1,195","5,074","5,676"
A006580,대양제지,"1,850",497,"2,213","2,453"
A214330,금호에이치티,"5,420",529,"1,466","1,900"
A187790,나노,"1,195",469,810,720
A052900,KMH하이텍,"1,255",588,670,518
A104040,대성파인텍,"2,045",640,806,459
A085910,네오티스,"4,600",507,813,429
A005110,한창,"1,925",663,"1,039",988
A091340,S&K폴리텍,"6,150",720,"1,505","1,644"
A011080,형지I&C,"1,265",493,958,"1,213"
A115480,씨유메디칼,"3,010",469,651,585
A213090,미래테크놀로지,"12,550",768,505,227
A057030,와이비엠넷,"2,990",488,961,636
A158310,인터불스,"6,800",485,377,77
A023150,MH에탄올,"6,560",484,851,484
A126880,제이엔케이히터,"4,700",697,"1,570","1,354"
A058530,크레아플래닛,"1,105",604,"1,246",944
A037230,한국팩키지,"2,595",649,545,576
A212560,네오오토,"6,120",482,"1,425","1,338"
A065690,대진디엠피,"3,515",487,"1,131",644
A079810,디이엔티,"4,460",400,820,"1,763"
A031820,콤텍시스템,"1,340",427,872,"1,716"
A045890,DB라이텍,"1,920",506,"1,130",770
A079000,와토스코리아,"6,350",457,729,199
A054180,중앙오션,"2,185",491,547,149
A002710,TCC동양,"1,995",446,"2,906","4,017"
A036260,이매진아시아,"1,985",697,616,222
A224110,에이텍티앤,"11,600",619,339,367
A008370,원풍,"3,950",474,867,724
A023810,인팩,"4,700",470,"1,975","2,138"
A220180,핸디소프트,"6,680",499,682,317
A067920,이글루시큐리티,"5,270",580,429,602
A008470,부스타,"5,390",453,776,848
A053660,현진소재,"4,300",425,"1,912","1,460"
A000760,이화산업,"18,750",525,"2,031",694
A084180,수성,"5,100",481,675,256
A003010,혜인,"3,730",474,"2,483","2,103"
A009730,코센,"1,575",632,637,480
A007370,진양제약,"5,100",612,803,424
A005320,국동,"3,500",456,"1,176","1,916"
A039240,경남스틸,"10,100",505,"1,374","2,835"
A178780,유테크,"4,115",455,712,344
A041020,인프라웨어,"1,705",539,458,145
A059100,아이컴포넌트,"8,000",566,649,300
A181340,이즈미디어,"6,180",435,589,451
A048470,대동스틸,"4,780",478,763,847
A063440,에프엔씨애드컬쳐,"1,360",521,478,320
A010600,와이비로드,"3,470",529,612,738
A038620,위즈코프,"1,530",569,439,352
A083470,KJ프리텍,"1,655",352,"1,077","1,173"
A155960,지디,"1,900",355,"1,161",200
A032820,우리기술,664,567,834,350
A054540,삼영엠텍,"4,230",550,"1,089",612
A018700,바른손,"4,130",574,444,30
A051390,YW,"3,980",452,"1,012",277
A033430,디에스티,"5,030",465,836,342
A062860,티엘아이,"6,000",592,"1,096",725
A174880,장원테크,"8,310",502,938,874
A014940,오리엔탈정공,"1,115",452,"1,279","1,238"
A075130,플랜티넷,"5,890",528,765,228
A131090,시큐브,"3,520","1,267",270,222
A008110,대동전자,"4,010",421,"1,595",402
A078650,코렌,"1,675",504,"1,001",810
A091580,상신이디피,"9,150","1,034","1,023",886
A105550,트루윈,"4,595",461,620,337
A106080,알비케이이엠디,669,526,562,403
A009620,삼보산업,"7,490",309,"2,566","3,675"
A123570,이엠넷,"4,420",492,695,286
A031310,아이즈비전,"3,150",497,"1,212","1,566"
A219130,타이거일렉,"6,560",414,431,324
A013700,까뮤이앤씨,"10,350",467,"1,362","1,603"
A010660,화천기계,"22,000",484,"1,726","2,192"
A241820,피씨엘,"15,400","1,374",171,8
A238120,로고스바이오,"13,850",498,252,55
A010240,흥국,"8,900",548,750,848
A118000,우리들휴브레인,"3,960",854,409,222
A054940,엑사이엔씨,"1,415",469,"1,332","2,385"
A070300,한솔시큐어,"6,240",460,301,142
A092300,현우산업,"3,680",527,"1,290","1,247"
A020120,다우인큐브,"2,895",458,238,143
A066790,씨씨에스,680,573,468,213
A049550,잉크테크,"3,585",574,"1,299",624
A007770,한일화학,"13,600",477,"1,225","1,527"
A171010,램테크놀러지,"3,970",452,482,233
A009190,대양금속,"3,460",426,999,"1,713"
A019770,서연탑메탈,"3,970",463,"2,052","2,124"
A089150,케이씨티,"3,195",548,641,321
A039020,이건홀딩스,"3,490",500,"2,731","2,032"
A081150,티플랙스,"1,880",456,"1,360","1,172"
A053160,프리엠스,"9,720",583,483,290
A033310,디케이디앤아이,"1,965",432,841,514
A035460,기산텔레콤,"3,285",479,664,632
A104460,동양피엔에프,"3,940",422,981,961
A082800,루미마이크로,"1,055",400,428,638
A100660,서암기계공업,"3,430",432,680,381
A205470,휴마시스,"2,530",667,357,39
A049720,고려신용정보,"2,955",423,272,879
A101930,인화정공,"4,670",436,"2,679","1,071"
A065420,에스아이리소스,782,413,408,265
A064290,인텍플러스,"5,020",554,365,260
A072770,네오디안테크놀로지,"1,415",429,394,596
A115500,케이씨에스,"5,950",714,236,263
A068050,팬엔터테인먼트,"5,200",715,714,376
A189690,포시에스,"6,840",490,448,136
A012620,원일특강,"10,500",462,"2,008","2,307"
A093230,이아이디,423,519,847,664
A086670,비엠티,"7,670",625,969,608
A039610,화성밸브,"5,600",408,790,579
A075970,동국알앤에스,"2,450",451,"1,217",930
A042940,상지카일룸,"1,795",580,342,73
A123260,사파이어테크놀로지,"2,250",457,760,188
A039230,폭스브레인,"2,120",968,499,495
A192390,윈하이텍,"4,615",455,851,686
A001620,동국실업,1260,671.73,5790,6308.41
A119500,포메탈,"5,530",655,586,537
A226350,아이엠텍,"3,025",577,551,553
A024060,흥구석유,"2,775",416,791,"1,539"
A263920,에스엔피월드,"7,150",563,303,131
A071090,하이스틸,"23,150",463,"2,660","2,057"
A000520,삼일제약,"10,000",550,"1,324",907
A023960,에쓰씨엔지니어링,"3,855",423,"2,480","2,572"
A039670,스포츠서울,"1,800",531,325,170
A113810,디젠스,"1,805",390,"1,013","1,161"
A060540,에스에이티,"2,170",542,970,862
A038340,UCI,"3,600",414,203,182
A106520,디지탈옵틱,"1,850",635,"1,173",592
A026150,특수건설,"4,230",423,"1,233","1,296"
A203450,유니온커뮤니티,"3,905",573,488,392
A032080,아즈텍WB,"2,175",455,"1,043",377
A048830,엔피케이,"2,295",430,628,720
A141020,포티스,"1,600",697,336,544
A006200,한국전자홀딩스,824,386,"1,857","1,463"
A007630,암니스,"19,900","4,831",456,365
A170790,파이오링크,"7,860",539,492,259
A114190,웰크론강원,"2,755",420,943,716
A086060,진바이오텍,"5,410",466,631,562
A007280,한국특수형강,"2,195",396,"3,549","2,866"
A099830,씨그널엔터테인먼트그룹,"5,560",599,449,333
A032980,바이온,"2,220",806,556,279
A053270,구영테크,"2,025",401,"1,772","1,438"
A215380,우정비에스씨,"2,440",529,312,261
A020180,대신정보통신,"1,360",523,613,"1,631"
A037400,우리조명,"1,810",451,"6,530","13,919"
A006050,국영지앤엠,"1,250",436,639,554
A123750,알톤스포츠,"3,710",473,738,457
A002680,한탑,"1,975",411,"1,237","1,260"
A035200,프럼파스트,"4,850",429,429,506
A079170,한창산업,"6,420",334,577,578
A098120,마이크로컨텍솔,"4,480",372,438,269
A150840,인트로메딕,"9,000",648,226,88
A050760,에스폴리텍,"1,945",318,"1,040","1,242"
A057880,토필드,"1,915",342,542,191
A036120,SCI평가정보,"6,500","2,308",188,409
A028040,미래SCI,"2,045",425,556,227
A252500,세화피앤씨,"4,800",914,259,65
A131400,액트,"2,395",416,809,735
A069540,라이트론,"6,460",481,793,866
A003780,진양산업,"2,920",380,465,449
A134790,팀스,"59,300","1,186",233,129
A044380,주연테크,676,668,443,497
A044060,조광ILI,"5,000",494,572,217
A011300,성안,652,371,"2,427","2,044"
A060900,퍼시픽바이오,"1,750",713,232,382
A036480,대성미생물,"114,600",435,347,260
A105740,디케이락,"5,500",432,963,534
A134580,디엠티,"4,055",456,458,612
A013000,세우글로벌,"1,940",460,390,398
A014910,성문전자,"3,455",673,439,467
A060230,이그잭스,"1,615",667,681,491
A131220,대한과학,"5,840",418,352,414
A032860,GMR 머티리얼즈,585,395.22,394,1112.15
A054920,한컴시큐어,"5,510",693,844,144
A000440,중앙에너비스,29100,362.42,609,854.43
A115610,이미지스,"5,080",390,327,329
A052460,아이크래프트,"6,630",534,521,815
A006110,삼아알미늄,3425,376.75,1884,1343
A005450,신한,"5,660",397,"1,768",359
A025880,케이씨피드,"2,140",358,"1,050",799
A115570,스타플렉스,"5,650",365,"1,558",829
A078350,한양디지텍,"3,480",348,663,769
A082660,삼우엠스,863,348,"2,295","1,849"
A234100,세원,"9,500",345,356,235
A038010,제일테크노스,"3,850",347,"1,596","1,574"
A009180,한솔로지스틱스,"2,115",349,"1,014","3,740"
A003680,한성기업,"6,820",374,"2,352","3,286"
A011390,부산산업,"33,500",354,"1,013","1,255"
A115440,우리넷,"7,100",452,672,438
A009810,엔케이물산,607,411,724,362
A005670,푸드웰,"5,510",441,"1,244","1,137"
A065440,이루온,"2,935",448,439,371
A002290,삼일기업공사,"3,085",383,569,449
A052600,한네트,"3,655",423,818,282
A065500,오리엔트정공,628,371,928,923
A100030,모바일리더,"12,650",415,317,135
A139050,아이지스시스템,"5,000","1,208",584,497
A019590,엠벤처투자,521,575,491,115
A032580,피델릭스,"2,025",416,506,491
A050320,에스아이티글로벌,"3,220",407,52,162
A054930,유신,"12,650",380,"1,521","1,508"
A027970,세하,"1,435",424,"1,709","1,655"
A039740,한국정보공학,"4,330",347,864,"1,504"
A010580,지코,781,351,616,782
A030720,동원수산,"11,250",472,"1,092","1,639"
A056000,신스타임즈,"4,075",571,224,347
A003720,삼영화학,1230,418.2,1332,1110.14
A221610,한솔씨앤피,"8,560",342,539,493
A093380,풍강,"3,285",325,923,828
A090740,연이정보통신,"2,415",386,"1,510","3,091"
A087730,네패스신소재,"12,800",366,213,169
A094940,푸른기술,"6,500",427,315,179
A005030,부산주공,"1,220",327,"3,131","1,903"
A072950,빛샘전자,"6,260",376,647,575
A131100,리켐,"1,120",214,367,252
A069460,대호에이엘,"1,220",331,929,"1,264"
A033050,제이엠아이,"1,170",381,"1,182","1,130"
A000950,전방,"19,900",334,"4,711","1,881"
A069330,유아이디,"3,560",423,572,128
A071950,코아스,"1,245",385,819,"1,107"
A032280,삼일,"2,090",339,893,906
A130500,GH신소재,4490,493.9,622,557.99
A189860,서전기전,"7,170",348,402,509
A077280,한컴지엠디,"3,355",382,667,166
A007460,에이프로젠KIC,"13,400","6,670",738,484
A026260,카테아,463,413,379,188
A089890,고려반도체,"7,030",592,340,409
A089530,에이티세미콘,547,354,995,"1,110"
A067730,로지시스,"4,050",378,229,360
A182690,테라셈,"2,100",293,144,99
A067010,이씨에스,"4,720",354,584,561
A150900,파수닷컴,"7,890",642,370,246
A109820,진매트릭스,"4,525",462,172,51
A196700,웹스,"5,130",351,658,301
A194610,우성아이비,"2,035",422,663,313
A127120,디엔에이링크,"7,220",775,242,146
A008500,일정실업,"22,800",274,666,537
A109080,옵티시스,"6,870",387,366,175
A052190,이에스에이,"3,500",522,332,107
A045300,성우테크론,"4,150",376,702,351
A015540,메디플란트,"7,500",326,187,747
A002870,신풍제지,822,287,"1,542","1,428"
A009140,경인전자,"21,850",343,628,239
A153460,네이블,"5,710",373,303,174
A101670,코리아에스이,"1,760",333,355,142
A058450,일야,"3,645",356,359,536
A060480,국일신동,"3,200",355,460,329
A230980,솔트웍스,"3,345",303,144,84
A127160,매직마이크로,"1,255",404,978,707
A019180,티에이치엔,"2,115",381,"1,925","3,114"
A105330,케이엔더블유,"6,310",357,642,829
A016920,카스,"1,765",379,"1,159","1,403"
A044780,에이치케이,"1,790",330,808,599
A090370,아비스타,"4,075","1,232",441,592
A023440,제일제강,"1,185",308,920,327
A060380,동양에스텍,"3,295",330,"1,422","1,874"
A004920,씨아이테크,755,338,454,209
A024940,PN풍년,"2,790",279,485,705
A043260,성호전자,988,292,935,938
A010420,한솔PNS,"1,635",335,975,"2,266"
A070590,한솔인티큐브,"2,465",342,448,502
A021650,한국큐빅,"2,730",398,"1,265","1,490"
A051630,진양화학,"2,470",296,408,496
A130740,티피씨글로벌,"3,085",292,790,516
A122800,썬텍,"1,000",297,510,186
A051160,지어소프트,"2,240",305,276,"1,233"
A002420,세기상사,"86,700",353,434,56
A015020,이스타코,922,395,915,480
A023790,동일철강,"4,135",304,"1,244",578
A043360,디지아이,"3,215",289,533,218
A054410,케이피티,"6,500",329,685,224
A073540,에프알텍,"3,400",388,599,284
A051380,피씨디렉트,"4,485",338,511,"2,229"
A217190,제너셈,"4,250",373,525,276
A023770,플레이위드,"13,000",400,894,106
A054300,팬스타엔터프라이즈,855,352,379,348
A032040,C&S자산관리,"4,375",322,"3,322","2,065"
A073010,케이에스피,"3,760",284,493,170
A058420,제이웨이,"1,855",205,98,70
A069140,누리플랜,"5,180",246,343,309
A141070,맥스로텍,"1,735",424,776,264
A080580,오킨스전자,"4,625",287,589,366
A058110,멕아이씨에스,"5,570",299,245,95
A232270,케이비제9호스팩,"1,985",274,300,0
A222810,닉스테크,"2,765",433,207,165
A096350,대창솔루션,"1,410",257,"1,497",462
A090150,광진윈텍,"2,580",249,985,987
A066430,와이오엠,"2,635",305,126,306
A038530,골드퍼시픽,"4,300",286,269,138
A080440,에스제이케이,883,300.57,478,79.97
A001420,태원물산,"3,920",298,416,270
A121890,에스디시스템,"6,310",240,328,627
A033250,체시스,"1,025",246,886,556
A025890,한국주강,"2,410",273,596,284
A065770,CS,"2,385",449,463,533
A094860,코닉글로리,725,345,182,103
A073190,디비케이,"2,320",278,390,347
A099410,동방선기,1885,255.25,388,225.91
A025870,신라에스지,"6,100",244,511,820
A097800,윈팩,"1,235",421,638,457
A078590,두올산업,"2,285",294,280,429
A139670,넥스트리밍,"3,650",256,198,99
A045340,토탈소프트,"3,600",308,168,100
A019490,하이트론,"4,135",229,609,384
A103230,에스앤더블류,"3,400",245,630,365
A073640,삼원테크,808,288,501,200
A033600,이젠텍,"5,490",653,577,324
A012600,청호컴넷,"3,305",277,778,828
A011230,삼화전자,"8,560",895,673,423
A098660,에스티오,"3,065",259,756,937
A080530,코디,"1,805",322,754,44
A119830,아이텍반도체,"5,790",305,495,254
A073570,에이티테크놀러지,"8,170",754,287,124
A134060,이퓨쳐,"6,100",291,202,89
A019570,제미니투자,652,261,174,1
A067770,세진티에스,"2,745",230,456,255
A036620,버추얼텍,"2,380",677,240,141
A115530,씨엔플러스,"3,705",218,386,282
A053060,세동,952,187,"1,187","1,273"
A088290,이원컴포텍,"1,900",271,336,443
A093640,다믈멀티미디어,"6,150",402,153,214
A026910,광진실업,"3,530",226,406,419
A051980,넥스트바이오홀딩스,990,203,240,55
A024850,피에스엠씨,744,288,390,461
A008830,대동기어,"22,350",201,"1,624","1,052"
A222390,케이비제8호스팩,"2,015",208,229,0
A001770,신화실업,"18,300",222,723,612
A226850,키움스팩4호,"2,000",204,226,0
A099520,ITX엠투엠,"1,570",259,259,276
A109070,KGP,"3,610",325,671,787
A029480,바른테크놀로지,"1,075",353,237,224
A013720,청보산업,"2,715",222,347,229
A078940,일경산업개발,"1,350",444,550,215
A087220,스틸플라워,266,192,"1,836",651
A007530,영신금속,"4,450",280,"1,427","1,214"
A091440,텔레필드,"5,260",366,440,353
A020400,대동금속,"41,350",198,665,755
A123010,옵토팩,"4,310",214,236,184
A047440,레이젠,971,271,943,882
A096870,엘디티,"3,390",226,169,83
A010640,진양폴리,"1,735",174,355,236
A089790,제이티,"2,690",208,411,242
A001140,국보,"9,730",164,796,793
A086250,화신테크,"1,780",173,741,338
A214150,클래시스,"6,680","4,040",220,0
A101680,한국정밀기계,"2,195",184,"1,331",274
A230240,하나금융7호스팩,"2,000",160,161,0
A227950,골든브릿지제4호스팩,"1,995",151,150,0
A273060,엔에이치스팩12호,"2,020",152,148,0
A219860,한화에이스스팩2호,"2,020",144,151,0
A242040,교보비엔케이스팩,"1,980",141,149,0
A256630,엔에이치스팩10호,"1,980",139,148,0
A221950,케이비드림3호스팩,"2,010",137,152,0
A221200,유진스팩3호,"2,020",136,141,0
A256840,엔에이치스팩11호,"1,975",135,149,0
A218710,키움스팩3호,"2,025",136,147,0
A219960,유안타제2호스팩,"2,020",131,141,0
A226340,에이치엠씨3호스팩,"2,000",130,137,0
A215750,미래에셋제3호스팩,0,0,130,0
A277480,신한제4호스팩,"2,005",121,0,0
A215090,유진에이씨피씨스팩2호,"2,050",113,121,0
A207930,SK1호스팩,0,0,122,0
A240540,한국4호스팩,"2,015",111,115,0
A215580,대우스팩3호,0,0,121,0
A223040,교보5호스팩,"2,005",109,119,0
A230490,동부제4호스팩,"1,995",106,120,0
A226360,이엑스티,2040,516.58,120,0
A250930,케이비제10호스팩,1995,103.94,119,0
A225590,신영스팩2호,2145,109.5,120,0
A262830,대신밸런스제4호스팩,1990,99.7,0,0
A235010,하이에이아이1호스팩,1990,98.51,110,0
A219580,골든브릿지제3호스팩,2030,99.47,103,0
A217810,엔에이치스팩7호,0,0,100,0
A265480,미래에셋대우스팩1호,2035,98.49,99,0
A239340,미래에셋제5호스팩,1995,95.76,104,0
A217500,하이제3호스팩,2030,96.43,101,0
A270520,하나금융10호스팩,2015,92.73,94,0
A254120,IBKS제5호스팩,2000,90,97,0
A225430,IBKS제3호스팩,2030,91.35,100,0
A226440,동부스팩3호,2055,91.45,100,0
A265920,한화수성스팩,1980,87.91,96,0
A264850,IBKS제6호스팩,2020,87.16,98,0
A218150,미래생명자원,3900,666.96,85,0
A261200,하나금융9호스팩,2000,85.2,89,0
A225440,이베스트스팩3호,2015,82.62,96,0
A271740,한국제5호스팩,2015,80.6,78,0
A267320,교보7호스팩,2005,80.6,99,0
A257730,신한제3호스팩,2130,74.66,70,0
A232330,SK3호스팩,2025,72.9,79,0
A215100,로보로보,3640,598.72,69,0
A264290,한화에이스스팩3호,2055,63.29,68,0
A258790,케이비제11호스팩,2025,65,68,0
A263770,신영스팩3호,3880,101.07,59,0
A277410,IBKS제8호스팩,2390,52.82,49,0
A280360,롯데제과,173000,7281.75,0,0
